wmi	make	country	region	source	all_makes
D07	DOPPSTADT	GERMANY	EUROPE	KBA	
D08	DITTMANN,SIEGEN	GERMANY	EUROPE	KBA	
D09	DUFNER	GERMANY	EUROPE	KBA	
D10	DEVIL'S TRIKE PLACE	GERMANY	EUROPE	KBA	
D11	DOEBLITZ	GERMANY	EUROPE	KBA	
D12	DUECKER	GERMANY	EUROPE	KBA	
D13	DRIESSEN	GERMANY	EUROPE	KBA	
D14	DAMMANN,H.	GERMANY	EUROPE	KBA	
D15	DELO	GERMANY	EUROPE	KBA	
D16	DOEHLE	GERMANY	EUROPE	KBA	
D17	DINKEL	GERMANY	EUROPE	KBA	
D18	AUGUST	GERMANY	EUROPE	KBA	
D19	DAV LIMBURG	GERMANY	EUROPE	KBA	
D20	DOLL, FISCHBACH	GERMANY	EUROPE	KBA	
D21	DUMZLAFF	GERMANY	EUROPE	KBA	
D22	DEITERMANN	GERMANY	EUROPE	KBA	
D23	DUENNE	GERMANY	EUROPE	KBA	
D24	DETERDING	GERMANY	EUROPE	KBA	
D25	DAHL	GERMANY	EUROPE	KBA	
D26	PETKOS	GERMANY	EUROPE	KBA	
D27	DRUMANN	GERMANY	EUROPE	KBA	
D28	DUNKHORST	GERMANY	EUROPE	KBA	
D29	DIMKO	GERMANY	EUROPE	KBA	
D30	DETTINGER	GERMANY	EUROPE	KBA	
D31	DORER	GERMANY	EUROPE	KBA	
D32	DITTMER	GERMANY	EUROPE	KBA	
D33	DOLD,O.	GERMANY	EUROPE	KBA	
D34	D*SIGN	GERMANY	EUROPE	KBA	
D35	DELPHIN CARAVANING	GERMANY	EUROPE	KBA	
D36	DECONTA	GERMANY	EUROPE	KBA	
D37	DEMMLER	GERMANY	EUROPE	KBA	
D38	DOPPSTADT CALBE	GERMANY	EUROPE	KBA	
D39	BUGATTI	ITALY	EUROPE	VINGO	
D40	3DOG CAMPING	GERMANY	EUROPE	KBA	
D41	DOLL SACHSEN	GERMANY	EUROPE	KBA	
D42	DECKWERTH	GERMANY	EUROPE	KBA	
D43	DYNAJET	GERMANY	EUROPE	KBA	
D44	DACHS	GERMANY	EUROPE	KBA	
D45	DUPRE MOTORSPORTTECHNIK	GERMANY	EUROPE	KBA	
D46	DOLL FAHRZEUGBAU	GERMANY	EUROPE	KBA	
D47	3DOG CAMPING	GERMANY	EUROPE	KBA	
D48	DIRKS	GERMANY	EUROPE	KBA	
D90	OFF.BREV.CARON	GERMANY	EUROPE	KBA	
DA1	ARAB AMERICAN VEHICLES			WIKI	
DA3	SCANIA			VINGO	
DA4	JEEP			VININFO	
DAA	FIAT			VINGO	
DAB	BMW			VINGO	
DDY	GEYUSHI MOTORS (BUS) (EGYPT)			WIKI	
DE1	NANCY CHEVAL	GERMANY	EUROPE	KBA	
DF9	LARAKI (MOROCCO)			WIKI	
E01	ERHARDT	GERMANY	EUROPE	KBA	
E04	EDER	GERMANY	EUROPE	KBA	
E05	ELBERO	GERMANY	EUROPE	KBA	
E06	ESSELMANN	GERMANY	EUROPE	KBA	
E07	EWERS	GERMANY	EUROPE	KBA	
E08	BERTUOLA	GERMANY	EUROPE	KBA	
E09	EMMINGHAUS	GERMANY	EUROPE	KBA	
E12	PEZZAIOLI	GERMANY	EUROPE	KBA	
E13	TURBOSOL	GERMANY	EUROPE	KBA	
E14	EILERS FAHRZEUG-SERVICE	GERMANY	EUROPE	KBA	
E15	EPRA	GERMANY	EUROPE	KBA	
E16	EPPLE	GERMANY	EUROPE	KBA	
E17	EHEBAUER	GERMANY	EUROPE	KBA	
E18	ERHARDT,DRESDEN	GERMANY	EUROPE	KBA	
E19	EVELS	GERMANY	EUROPE	KBA	
E20	ECHTERMANN	GERMANY	EUROPE	KBA	
E21	EXPRESSO	GERMANY	EUROPE	KBA	
E22	ELSY	GERMANY	EUROPE	KBA	
E23	EILERS	GERMANY	EUROPE	KBA	
E24	EBB TRUCK-CENTER	GERMANY	EUROPE	KBA	
E25	ERATH	GERMANY	EUROPE	KBA	
E26	ELLINGHAUS	GERMANY	EUROPE	KBA	
E27	ESTERER, ULRICH	GERMANY	EUROPE	KBA	
E28	EHRENBERG	GERMANY	EUROPE	KBA	
E29	EVERS,HEINER	GERMANY	EUROPE	KBA	
E30	EMPL	GERMANY	EUROPE	KBA	
E31	EBDA	GERMANY	EUROPE	KBA	
E32	GE	GERMANY	EUROPE	KBA	
E33	ECKSTEIN	GERMANY	EUROPE	KBA	
E34	ESKO	GERMANY	EUROPE	KBA	
E35	ENVITEC	GERMANY	EUROPE	KBA	
E36	ATV RACING	GERMANY	EUROPE	KBA	
E37	ECKART MASCHINENBAU	GERMANY	EUROPE	KBA	
E38	ENGELHARD	GERMANY	EUROPE	KBA	
E39	EROCKIT	GERMANY	EUROPE	KBA	
E40	EBERT	GERMANY	EUROPE	KBA	
E41	E-TRIKES	GERMANY	EUROPE	KBA	
E42	ECOCRAFT	GERMANY	EUROPE	KBA	
E43	ELOMAT	GERMANY	EUROPE	KBA	
E44	EURACOM	GERMANY	EUROPE	KBA	
E45	EUROTANK	GERMANY	EUROPE	KBA	
E46	E-BILITY	GERMANY	EUROPE	KBA	
E47	EUROTANK SERVICE	GERMANY	EUROPE	KBA	
E48	EDR	GERMANY	EUROPE	KBA	
E49	EMO-BIKE	GERMANY	EUROPE	KBA	
E50	E-POWER MOBILITY	GERMANY	EUROPE	KBA	
E51	ERO	GERMANY	EUROPE	KBA	
E52	EIDAM	GERMANY	EUROPE	KBA	
E53	EGGERSMANN	GERMANY	EUROPE	KBA	
E55	ETZOLD	GERMANY	EUROPE	KBA	
E57	E BIKE	GERMANY	EUROPE	KBA	
E59	EDAG	GERMANY	EUROPE	KBA	
E60	EINHAUS	GERMANY	EUROPE	KBA	
E89	SCHMIDT COMPACT	GERMANY	EUROPE	KBA	
E91	TEK. SP. ED.	GERMANY	EUROPE	KBA	
EAA	AURUS MOTORS (RUSSIA)			WIKI	
EAN	EVOLUTE (RUSSIA)			WIKI	
EAU	ELEKTROMOBILI MANUFACTURING RUS - EVM (RUSSIA)			WIKI	
EBE	SOLLERS-AUTO (RUSSIA)			WIKI	
EBZ	NIZHEKOTRANS BUS (RUSSIA)			WIKI	
ECE	XCITE (RUSSIA)			WIKI	
ECW	TRANS-ALFA BUS (RUSSIA)			WIKI	
EDB	MERCEDES-BENZ			VININFO	
EM1	EGHOLM	GERMANY	EUROPE	KBA	
ESF	ESCHLBÖCK	GERMANY	EUROPE	KBA	
F02	FMS	GERMANY	EUROPE	KBA	
F03	FECHT	GERMANY	EUROPE	KBA	
F04	FAHRZEUGB.DIETLINGEN	GERMANY	EUROPE	KBA	
F05	WERK	GERMANY	EUROPE	KBA	
F06	FRANKIA	GERMANY	EUROPE	KBA	
F07	VALLI	GERMANY	EUROPE	KBA	
F08	FREUDENAU	GERMANY	EUROPE	KBA	
F09	FAHRZEUGWERK ORTHAUS	GERMANY	EUROPE	KBA	
F10	FISCHER,GEORG	GERMANY	EUROPE	KBA	
F11	FFG	GERMANY	EUROPE	KBA	
F12	FAHRZEUGWERK WERDAU	GERMANY	EUROPE	KBA	
F13	FB METALLVERARBEIT.	GERMANY	EUROPE	KBA	
F14	FALCH	GERMANY	EUROPE	KBA	
F15	FORTUNA	GERMANY	EUROPE	KBA	
F16	FALKNER	GERMANY	EUROPE	KBA	
F17	FRIELINGHAUS,BOCHOLT	GERMANY	EUROPE	KBA	
F18	FRICKE	GERMANY	EUROPE	KBA	
F19	FOEHRENBACH	GERMANY	EUROPE	KBA	
F20	FLIEGL	GERMANY	EUROPE	KBA	
F21	FINKL	GERMANY	EUROPE	KBA	
F22	FORUS	GERMANY	EUROPE	KBA	
F23	FAHRENHORST	GERMANY	EUROPE	KBA	
F24	FKM MEMMINGEN	GERMANY	EUROPE	KBA	
F25	FREYE	GERMANY	EUROPE	KBA	
F26	FISCHER,FRANZ	GERMANY	EUROPE	KBA	
F27	FALKE	GERMANY	EUROPE	KBA	
F28	FEHRING	GERMANY	EUROPE	KBA	
F29	FISCHER,KIRCHHEIMB.	GERMANY	EUROPE	KBA	
F30	FOERSTER	GERMANY	EUROPE	KBA	
F31	FUENFHAUS	GERMANY	EUROPE	KBA	
F32	FEHRENBACH	GERMANY	EUROPE	KBA	
F33	FOLSKE	GERMANY	EUROPE	KBA	
F34	FORSCHNER	GERMANY	EUROPE	KBA	
F35	FALCON	GERMANY	EUROPE	KBA	
F36	FEBETEC	GERMANY	EUROPE	KBA	
F37	FUHRMANN	GERMANY	EUROPE	KBA	
F38	FRENZEL	GERMANY	EUROPE	KBA	
F39	FEIG	GERMANY	EUROPE	KBA	
F40	FAHNENBRUCK	GERMANY	EUROPE	KBA	
F41	FRANKE	GERMANY	EUROPE	KBA	
F42	FROMM	GERMANY	EUROPE	KBA	
F43	FRIEDERICHS	GERMANY	EUROPE	KBA	
F44	BAU	GERMANY	EUROPE	KBA	
F45	FILMER	GERMANY	EUROPE	KBA	
F46	FSN	GERMANY	EUROPE	KBA	
F47	FGS	GERMANY	EUROPE	KBA	
F48	FUCHS,HEINRICH	GERMANY	EUROPE	KBA	
F49	FUNMARINE	GERMANY	EUROPE	KBA	
F50	FRICOM	GERMANY	EUROPE	KBA	
F51	FRM	GERMANY	EUROPE	KBA	
F52	FREYTAG	GERMANY	EUROPE	KBA	
F53	FBL	GERMANY	EUROPE	KBA	
F54	FISCHER,K.	GERMANY	EUROPE	KBA	
F55	TECHNIK	GERMANY	EUROPE	KBA	
F56	FARWICK	GERMANY	EUROPE	KBA	
F57	TWIKE	GERMANY	EUROPE	KBA	
F58	FUNKE & WILL	GERMANY	EUROPE	KBA	
F59	FAHRZEUGBAU ROGGEND.	GERMANY	EUROPE	KBA	
F60	FAEHNRICH	GERMANY	EUROPE	KBA	
F61	FAUSTA GBR	GERMANY	EUROPE	KBA	
F62	FIEGE TEC	GERMANY	EUROPE	KBA	
F63	FRESH BREEZE	GERMANY	EUROPE	KBA	
F64	FORNASARI	GERMANY	EUROPE	KBA	
F65	FABAS	GERMANY	EUROPE	KBA	
F66	FISCHER,NORBERT	GERMANY	EUROPE	KBA	
F67	FAF	GERMANY	EUROPE	KBA	
F68	FINBAU	GERMANY	EUROPE	KBA	
F69	FLITZBIKE	GERMANY	EUROPE	KBA	
F70	FLIEGL INTERNATIONAL	GERMANY	EUROPE	KBA	
F71	FARMERMOBIL	GERMANY	EUROPE	KBA	
F72	FARYA	GERMANY	EUROPE	KBA	
F73	FARYA	GERMANY	EUROPE	KBA	
F76	PAGANI AUTOMOBILI S.P.A.			WIKI	
FM2	MERCURY			VININFO	
FSM	FSM			VININFO	
FT1	FWD CORP.	GERMANY	EUROPE	KBA	
FT2	FWD CORP.	GERMANY	EUROPE	KBA	
FV1	RENAULT			VININFO	
FV3	PEUGEOT			VININFO	
FV7	CITROEN			VININFO	
G03	GLORIA	GERMANY	EUROPE	KBA	
G04	GRAF,AUGUST	GERMANY	EUROPE	KBA	
G05	GEMBALLA	GERMANY	EUROPE	KBA	
G06	GEROH	GERMANY	EUROPE	KBA	
G07	GASSMANN	GERMANY	EUROPE	KBA	
G09	GROTE	GERMANY	EUROPE	KBA	
G10	GOFA	GERMANY	EUROPE	KBA	
G11	GROSKORTH	GERMANY	EUROPE	KBA	
G12	MANITOWOC	GERMANY	EUROPE	KBA	
G13	GAERTNER	GERMANY	EUROPE	KBA	
G14	GELLHAUS	GERMANY	EUROPE	KBA	
G15	GOMM	GERMANY	EUROPE	KBA	
G16	GOEBEL & SOHN	GERMANY	EUROPE	KBA	
G17	GODE	GERMANY	EUROPE	KBA	
G18	DECHENTREITER	GERMANY	EUROPE	KBA	
G19	GRUENBERG	GERMANY	EUROPE	KBA	
G20	GAMO	GERMANY	EUROPE	KBA	
G21	BAU	GERMANY	EUROPE	KBA	
G22	WERK	GERMANY	EUROPE	KBA	
G23	ACHSEN	GERMANY	EUROPE	KBA	
G24	GOSSENS+KUSENBERG	GERMANY	EUROPE	KBA	
G25	GARBE	GERMANY	EUROPE	KBA	
G26	GEORG,EDGAR	GERMANY	EUROPE	KBA	
G27	GOEKEN	GERMANY	EUROPE	KBA	
G28	GRAU	GERMANY	EUROPE	KBA	
G29	GLOGGER	GERMANY	EUROPE	KBA	
G30	GEBEHENNE	GERMANY	EUROPE	KBA	
G31	GEMMECKER	GERMANY	EUROPE	KBA	
G32	GTI NUTZFAHRZ.	GERMANY	EUROPE	KBA	
G33	GREBENSTEIN	GERMANY	EUROPE	KBA	
G34	L.M.P.	GERMANY	EUROPE	KBA	
G35	GEORGE	GERMANY	EUROPE	KBA	
G36	GAY	GERMANY	EUROPE	KBA	
G37	FAHRZEUGBAU	GERMANY	EUROPE	KBA	
G38	GREINER,NEUENSTEIN	GERMANY	EUROPE	KBA	
G39	GOEBEL	GERMANY	EUROPE	KBA	
G40	GEISSLER	GERMANY	EUROPE	KBA	
G41	BARBIERI	GERMANY	EUROPE	KBA	
G42	GILHAUS	GERMANY	EUROPE	KBA	
G43	GSF	GERMANY	EUROPE	KBA	
G44	GORGUS	GERMANY	EUROPE	KBA	
G45	GERHART	GERMANY	EUROPE	KBA	
G46	GREUFE	GERMANY	EUROPE	KBA	
G47	GEIDOBLER	GERMANY	EUROPE	KBA	
G48	GEBERT	GERMANY	EUROPE	KBA	
G49	GREVSMUEHL	GERMANY	EUROPE	KBA	
G4G	BUICK			VININFO	
G50	GASSER	GERMANY	EUROPE	KBA	
G51	WEL	GERMANY	EUROPE	KBA	
G52	G & R	GERMANY	EUROPE	KBA	
G53	GOETZ,KARL	GERMANY	EUROPE	KBA	
G54	VERTEMATI MOTO	GERMANY	EUROPE	KBA	
G55	GUGGENMOS	GERMANY	EUROPE	KBA	
G56	GLEICH FZG.BAU	GERMANY	EUROPE	KBA	
G57	GTI,GROENINGEN	GERMANY	EUROPE	KBA	
G58	GINSBERG,DAADEN	GERMANY	EUROPE	KBA	
G59	GEORG,NEITERSEN	GERMANY	EUROPE	KBA	
G60	GEROH, WAISCHENFELD	GERMANY	EUROPE	KBA	
G61	CADILLAC			VININFO	
G62	GIEGOLD	GERMANY	EUROPE	KBA	
G63	GLOBAL MOTORSPORT	GERMANY	EUROPE	KBA	
G64	GUMPERT	GERMANY	EUROPE	KBA	
G65	GERALDY	GERMANY	EUROPE	KBA	
G66	AC AUTOMOTIVE	GERMANY	EUROPE	KBA	
G67	GELDMEIER-ARNING	GERMANY	EUROPE	KBA	
G68	WERKE	GERMANY	EUROPE	KBA	
G69	GROSS, GEORG	GERMANY	EUROPE	KBA	
G70	GUENTHER	GERMANY	EUROPE	KBA	
G71	GROSS	GERMANY	EUROPE	KBA	
G72	GERGEN	GERMANY	EUROPE	KBA	
G73	GULAS	GERMANY	EUROPE	KBA	
G74	GP PAPENBURG	GERMANY	EUROPE	KBA	
G75	GERMAN EXCLUSIVE CARS	GERMANY	EUROPE	KBA	
G76	GMB GÜSTROWER	GERMANY	EUROPE	KBA	
G77	GÜTTLER	GERMANY	EUROPE	KBA	
G78	GERMANIA AUTOMOTIVE	GERMANY	EUROPE	KBA	
G79	GT AUTOMOTIVE	GERMANY	EUROPE	KBA	
G80	GNB TECH	GERMANY	EUROPE	KBA	
G81	GLOGGER,TIRSCHENREUTH	GERMANY	EUROPE	KBA	
G82	GLOBAL	GERMANY	EUROPE	KBA	
GA1	RENAULT			VININFO	
GK1	ZAKLADY ROWEROWE	GERMANY	EUROPE	KBA	
GKA	GMC			VININFO	
GR2	GRANDRO	GERMANY	EUROPE	KBA	
GWL	GÖWEIL	GERMANY	EUROPE	KBA	
H00	HEITLING.U.	GERMANY	EUROPE	KBA	
H03	HERMANNS	GERMANY	EUROPE	KBA	
H04	ANTONIADIS & SIA	GERMANY	EUROPE	KBA	
H06	HARTGE	GERMANY	EUROPE	KBA	
H07	HUTTNER	GERMANY	EUROPE	KBA	
H09	HENSLER	GERMANY	EUROPE	KBA	
H0D	TAIZHOU QIANXIN VEHICLE CO., LTD. (MOTORCYCLE)			WIKI	
H0G	WISDOM (FUJIAN) MOTOR CO., LTD.			WIKI	
H0M	SEGWAY	GERMANY	EUROPE	KBA	
H10	HEITLING	GERMANY	EUROPE	KBA	
H11	BAU	GERMANY	EUROPE	KBA	
H12	HAMMELMANN	GERMANY	EUROPE	KBA	
H13	HAASE	GERMANY	EUROPE	KBA	
H14	HTS	GERMANY	EUROPE	KBA	
H15	HUEFFERMANN	GERMANY	EUROPE	KBA	
H16	BEILHARZ	GERMANY	EUROPE	KBA	
H17	HEBMUELLER + HIRSCH	GERMANY	EUROPE	KBA	
H18	MASCHINENBAU	GERMANY	EUROPE	KBA	
H19	HOTH	GERMANY	EUROPE	KBA	
H20	HOBEIN	GERMANY	EUROPE	KBA	
H21	HILSE	GERMANY	EUROPE	KBA	
H22	HERING	GERMANY	EUROPE	KBA	
H23	ANHAENGERBAU	GERMANY	EUROPE	KBA	
H24	HECKA	GERMANY	EUROPE	KBA	
H25	HAAG,BENNO	GERMANY	EUROPE	KBA	
H26	HONOLD	GERMANY	EUROPE	KBA	
H27	HEINKEL, BLAUBEUREN	GERMANY	EUROPE	KBA	
H28	HARMS, MARTIN	GERMANY	EUROPE	KBA	
H29	HAUSER,R.	GERMANY	EUROPE	KBA	
H30	HKM	GERMANY	EUROPE	KBA	
H31	HEUSER	GERMANY	EUROPE	KBA	
H32	WERKSTAETTEN	GERMANY	EUROPE	KBA	
H33	HALLER	GERMANY	EUROPE	KBA	
H34	HOEOETMANN	GERMANY	EUROPE	KBA	
H35	HEERDEGEN	GERMANY	EUROPE	KBA	
H36	HOFMANN,FREUDENBERG	GERMANY	EUROPE	KBA	
H37	HBU	GERMANY	EUROPE	KBA	
H38	HEIT	GERMANY	EUROPE	KBA	
H39	HOLST	GERMANY	EUROPE	KBA	
H40	HEILSHORN	GERMANY	EUROPE	KBA	
H41	HENDRICKS, KLEVE	GERMANY	EUROPE	KBA	
H42	HELMIG	GERMANY	EUROPE	KBA	
H43	HWG	GERMANY	EUROPE	KBA	
H44	HEIK	GERMANY	EUROPE	KBA	
H45	HOFMANN,EGENBUETTEL	GERMANY	EUROPE	KBA	
H46	HENDRICKS,GOCH	GERMANY	EUROPE	KBA	
H47	HINRICHS	GERMANY	EUROPE	KBA	
H48	HANTIGK	GERMANY	EUROPE	KBA	
H49	H&W	GERMANY	EUROPE	KBA	
H50	HENSCHKE	GERMANY	EUROPE	KBA	
H51	HELLMERS	GERMANY	EUROPE	KBA	
H52	HILLE	GERMANY	EUROPE	KBA	
H53	HIMMELSTEIN	GERMANY	EUROPE	KBA	
H54	HAGEMANN	GERMANY	EUROPE	KBA	
H55	HEIMANN, HUBERT	GERMANY	EUROPE	KBA	
H56	HEGE	GERMANY	EUROPE	KBA	
H57	HOECKMAYR	GERMANY	EUROPE	KBA	
H58	HERMANN,A.	GERMANY	EUROPE	KBA	
H59	HOLZ	GERMANY	EUROPE	KBA	
H60	HEIDINGSFELDER	GERMANY	EUROPE	KBA	
H61	HECKER & LOOGEN	GERMANY	EUROPE	KBA	
H62	HARTMANN,PAUL	GERMANY	EUROPE	KBA	
H63	HILKEN	GERMANY	EUROPE	KBA	
H64	HEIKER	GERMANY	EUROPE	KBA	
H65	HASER	GERMANY	EUROPE	KBA	
H66	HANDELMANN	GERMANY	EUROPE	KBA	
H67	HORSCH	GERMANY	EUROPE	KBA	
H68	HOLBEIN	GERMANY	EUROPE	KBA	
H69	HAVERKAMP	GERMANY	EUROPE	KBA	
H70	HUEDIG	GERMANY	EUROPE	KBA	
H71	HEGLA	GERMANY	EUROPE	KBA	
H72	HARBECK,FRANZ	GERMANY	EUROPE	KBA	
H73	HAYER	GERMANY	EUROPE	KBA	
H74	HF HEBETECHNIK	GERMANY	EUROPE	KBA	
H75	HOFFMANN,ESCHERSHSN.	GERMANY	EUROPE	KBA	
H76	HEBA	GERMANY	EUROPE	KBA	
H77	LIGHT	GERMANY	EUROPE	KBA	
H78	HOFFHAUS	GERMANY	EUROPE	KBA	
H79	HOFFMANN,OBERHAUSEN	GERMANY	EUROPE	KBA	
H80	HEMMIS	GERMANY	EUROPE	KBA	
H81	HOMAR	GERMANY	EUROPE	KBA	
H82	HOENING	GERMANY	EUROPE	KBA	
H83	HAUSER	GERMANY	EUROPE	KBA	
H84	HAHN,ALFELD	GERMANY	EUROPE	KBA	
H85	HOFMANN	GERMANY	EUROPE	KBA	
H86	HERRMANN KAROSS.WERK	GERMANY	EUROPE	KBA	
H87	HEPHATA	GERMANY	EUROPE	KBA	
H88	WA AUFBAU	GERMANY	EUROPE	KBA	
H89	HERZENSFROH	GERMANY	EUROPE	KBA	
H90	HEIMBURGER	GERMANY	EUROPE	KBA	
H91	HAAG	GERMANY	EUROPE	KBA	
H92	HECHTFISCHER	GERMANY	EUROPE	KBA	
H93	HENRICHS	GERMANY	EUROPE	KBA	
H94	HOFFMANN,BITBURG	GERMANY	EUROPE	KBA	
H95	HUSMANN, LATHEN	GERMANY	EUROPE	KBA	
H96	HOFFMANN	GERMANY	EUROPE	KBA	
H97	CLAUDE	GERMANY	EUROPE	KBA	
H98	HILTL	GERMANY	EUROPE	KBA	
H99	NOBAS	GERMANY	EUROPE	KBA	
HA0	WUXI SUNDIRO ELECTRIC VEHICLE CO., LTD. (PALLA, PARRAY)			WIKI	
HA1	HPN	GERMANY	EUROPE	KBA	
HA2	HOLLISTER'S	GERMANY	EUROPE	KBA	
HA3	HLW	GERMANY	EUROPE	KBA	
HA4	HOLZHAEUER	GERMANY	EUROPE	KBA	
HA5	HINZ	GERMANY	EUROPE	KBA	
HA6	HOHENESTER	GERMANY	EUROPE	KBA	
HA7	JINAN QINGQI KR	GERMANY	EUROPE	KBA	
HA8	HWA	GERMANY	EUROPE	KBA	
HA9	HOYASUKA,HAMBURG	GERMANY	EUROPE	KBA	
HB0	HECKER & BRIAN	GERMANY	EUROPE	KBA	
HB1	HAMANN	GERMANY	EUROPE	KBA	
HB2	HNW.HOLZKIRCHEN	GERMANY	EUROPE	KBA	
HB3	HUEMME	GERMANY	EUROPE	KBA	
HB4	TECHNIK	GERMANY	EUROPE	KBA	
HB5	HEIZOMAT	GERMANY	EUROPE	KBA	
HB6	HIEBENTHAL	GERMANY	EUROPE	KBA	
HB7	HWC-CYCLES	GERMANY	EUROPE	KBA	
HB8	HECK	GERMANY	EUROPE	KBA	
HB9	HEICO	GERMANY	EUROPE	KBA	
HC1	HÜBNER-POLYESTER	GERMANY	EUROPE	KBA	
HC2	HEINRICH	GERMANY	EUROPE	KBA	
HC3	HAGE + KNAPP	GERMANY	EUROPE	KBA	
HC4	HOFELE	GERMANY	EUROPE	KBA	
HC5	HOREX MOTORCYCLES	GERMANY	EUROPE	KBA	
HC6	HOHENLOHER	GERMANY	EUROPE	KBA	
HC7	HMT HELIOS MOTO TRAILERS	GERMANY	EUROPE	KBA	
HC8	HAAS FAHRZEUGTECHNIK	GERMANY	EUROPE	KBA	
HC9	HEIMBACH GEN. GÖTHE	GERMANY	EUROPE	KBA	
HD1	HP VELOTECHNIK	GERMANY	EUROPE	KBA	
HD2	HBB	GERMANY	EUROPE	KBA	
HD3	HOFFSCHRÖER	GERMANY	EUROPE	KBA	
HDR	HARLEY DAVIDSON		ASIA	VINGO	
HES	SMART	CHINA		VINGO	
HGL	FARIZON AUTO VAN (GEELY)			WIKI	
HGX	WULING MOTORS COMMERCIAL VEHICLE (GEELY)			WIKI	
HHZ	HUAZI AUTOMOBILE			WIKI	
HJ4	BAW CAR			WIKI	
HJR	JETOUR, CHERY COMMERCIAL VEHICLE (CHERY)			WIKI	
HJZ	JUZHEN CHENGSHI VAN (GEELY)			WIKI	
HL4	ZHEJIANG MORINI VEHICLE CO., LTD. (MOTO MORINI SUBSIDIARY OF TAIZHOU ZHONGNENG MOTORCYCLE CO., LTD.)			WIKI	
HLX	LI AUTO			WIKI	
HRV	BEIJING HENREY AUTOMOBILE TECHNOLOGY CO., LTD.			WIKI	
HVW	VOLKSWAGEN			VINGO	
HWM	WM MOTOR TECHNOLOGY CO., LTD. (WELTMEISTER)			WIKI	
HZ2	TAIZHOU ZHILONG	GERMANY	EUROPE	KBA	
J01	IKF	GERMANY	EUROPE	KBA	
J02	ISDERA	GERMANY	EUROPE	KBA	
J03	JUNGHANNS	GERMANY	EUROPE	KBA	
J05	ITM	GERMANY	EUROPE	KBA	
J06	JUNGBLUT	GERMANY	EUROPE	KBA	
J07	JOTHAWERK	GERMANY	EUROPE	KBA	
J08	JUNG,R.	GERMANY	EUROPE	KBA	
J09	SCHWARTE JANSKY	GERMANY	EUROPE	KBA	
J10	JUNGE	GERMANY	EUROPE	KBA	
J11	JESSEN	GERMANY	EUROPE	KBA	
J12	JACOB	GERMANY	EUROPE	KBA	
J13	IHSSEN	GERMANY	EUROPE	KBA	
J14	JENZ	GERMANY	EUROPE	KBA	
J15	JENSEN	GERMANY	EUROPE	KBA	
J16	MENKE-JANZEN	GERMANY	EUROPE	KBA	
J17	JOHLI	GERMANY	EUROPE	KBA	
J18	INDUSTRIEWERKE SAAR	GERMANY	EUROPE	KBA	
J19	JOHN	GERMANY	EUROPE	KBA	
J20	JENSEN,FRANZ	GERMANY	EUROPE	KBA	
J21	JANSEN	GERMANY	EUROPE	KBA	
J22	IGELBRINK	GERMANY	EUROPE	KBA	
J23	IMF	GERMANY	EUROPE	KBA	
J24	ISOPOLAR	GERMANY	EUROPE	KBA	
J25	JORDAN,FRITZ	GERMANY	EUROPE	KBA	
J26	INFRATEST	GERMANY	EUROPE	KBA	
J27	JAECKLE	GERMANY	EUROPE	KBA	
J28	SEMCON	GERMANY	EUROPE	KBA	
J29	IWANITZKY	GERMANY	EUROPE	KBA	
J30	INTER CLASSIC	GERMANY	EUROPE	KBA	
J31	JACOBS	GERMANY	EUROPE	KBA	
J32	JUBA	GERMANY	EUROPE	KBA	
J33	JUMBO	GERMANY	EUROPE	KBA	
J34	JETCAR	GERMANY	EUROPE	KBA	
J35	JACKSON	GERMANY	EUROPE	KBA	
J36	A6 JUNG	GERMANY	EUROPE	KBA	
J37	JÄNNERT	GERMANY	EUROPE	KBA	
J38	IMSA	GERMANY	EUROPE	KBA	
J39	JASPER	GERMANY	EUROPE	KBA	
J40	JENSEN	GERMANY	EUROPE	KBA	
J41	IDM	GERMANY	EUROPE	KBA	
J42	JOMA-TECH	GERMANY	EUROPE	KBA	
J81	CHEVROLET	JAPAN	ASIA	VINGO	
J82	ISUZU	JAPAN		VINGO	
J87	CHEVROLET	JAPAN	ASIA	VINGO	
J8A	ISUZU	JAPAN		VINGO	
J8B	CHEVROLET	JAPAN	ASIA	VINGO	
J8C	OPEL	JAPAN	ASIA	VINGO	
J8D	CHEVROLET	JAPAN	ASIA	VINGO	
J8E	ISUZU	JAPAN		VINGO	
J8F	ISUZU	JAPAN		VINGO	
J8G	ISUZU	JAPAN		VINGO	
J8H	ISUZU	JAPAN		VINGO	
J8J	ISUZU	JAPAN		VINGO	
J8K	ISUZU	JAPAN		VINGO	
J8L	ISUZU	JAPAN		VINGO	
J8M	ISUZU	JAPAN		VINGO	
J8N	ISUZU	JAPAN		VINGO	
J8P	ISUZU	JAPAN		VINGO	
J8R	ISUZU	JAPAN		VINGO	
J8S	ISUZU	JAPAN		VINGO	
J8T	OPEL	JAPAN	ASIA	VINGO	
J8U	ISUZU	JAPAN		VINGO	
J8V	ISUZU	JAPAN		VINGO	
J8W	ISUZU	JAPAN		VINGO	
J8X	CHEVROLET	JAPAN		VINGO	
J8Y	CHEVROLET	JAPAN		VINGO	
J8Z	CHEVROLET	JAPAN	ASIA	VINGO	
JA3	MITSUBISHI	JAPAN	ASIA	VININFO	
JA4	MITSUBISHI	JAPAN	ASIA	VININFO	
JA5	MITSUBISHI	JAPAN		VINGO	
